network,latitude,longitude
54.240.236.9/32,45,9
99.151.152.0/21,32,35
150.222.97.0/24,37,-122
150.222.232.94/31,37,-122
150.222.234.0/32,37,-122
13.34.50.64/27,53,-6
15.230.39.58/31,40,-83
15.230.39.100/31,40,-83
15.230.39.112/31,40,-83
18.166.0.0/15,35,114
43.224.79.184/31,52,0
52.46.188.168/30,39,-77
52.46.191.102/31,39,-77
52.46.191.140/31,39,-77
52.46.240.0/22,53,-6
52.92.128.0/17,46,-120
52.93.178.148/32,37,-122
52.93.240.176/31,46,-120
52.94.28.0/23,46,-120
52.94.248.128/28,37,-122
54.239.100.0/23,52,0
99.77.160.0/24,36,140
99.77.250.0/24,53,-6
150.222.214.0/24,46,-120
176.32.125.248/31,39,-77
13.34.20.32/27,26,51
13.34.36.96/27,49,2
13.34.51.64/27,40,-83
15.230.39.62/31,40,-83
15.230.179.0/29,40,-83
18.183.0.0/16,36,140
46.137.0.0/17,53,-6
52.93.34.124/31,37,-122
52.93.60.0/24,39,-77
52.93.127.132/32,19,73
52.93.127.158/32,53,-6
70.232.112.0/21,47,9
99.77.135.0/24,49,2
104.255.59.135/32,-38,145
13.34.5.112/32,50,9
13.34.59.32/27,25,55
15.177.92.0/24,-6,107
15.193.8.0/24,45,-74
15.197.30.0/23,35,114
15.230.177.4/32,25,55
52.93.12.13/32,46,-120
52.93.50.150/31,39,-77
52.93.91.104/32,39,-77
52.93.123.99/32,39,-77
52.93.178.186/32,37,-122
54.239.96.0/24,36,140
54.240.226.0/24,1,104
54.240.236.81/32,45,9
99.78.216.0/22,40,-83
150.222.75.0/24,46,-120
150.222.229.0/24,45,9
176.32.125.224/31,39,-77
3.5.134.0/23,50,9
13.34.34.224/27,39,-77
13.228.0.0/15,1,104
15.230.39.86/31,40,-83
43.224.76.160/30,39,-77
43.224.79.36/31,39,-77
52.93.127.176/32,36,140
52.93.178.221/32,37,-122
52.94.248.96/28,46,-120
52.119.128.0/20,45,9
52.119.144.0/21,45,9
52.196.0.0/14,36,140
54.240.236.89/32,45,9
99.77.150.0/24,45,-74
99.78.208.0/22,36,140
150.222.3.220/31,1,104
150.222.230.122/31,50,9
209.54.184.0/21,53,-6
3.5.52.0/22,47,9
3.5.224.0/22,49,2
13.34.51.0/27,39,-77
15.230.39.148/31,40,-83
52.46.188.156/30,39,-77
52.46.191.82/31,39,-77
52.93.178.153/32,37,-122
69.107.7.120/29,-24,-47
99.77.186.0/24,46,-120
150.222.208.96/31,-34,18
150.222.234.102/32,37,-122
176.32.125.0/25,46,-120
13.34.28.192/27,46,-120
13.34.60.64/27,39,-77
15.177.68.0/23,50,9
15.230.71.128/26,40,-83
15.230.190.0/25,52,0
43.224.76.4/30,39,-77
43.224.76.228/30,52,0
43.224.79.166/31,39,-77
52.46.188.92/30,46,-120
52.93.50.158/31,39,-77
52.93.127.252/32,36,140
150.222.208.64/32,-34,18
177.71.128.0/17,-24,-47
76.223.102.0/24,35,114
76.223.96.0/24,35,114
13.248.230.0/24,35,114
13.248.231.0/24,35,114
76.223.104.0/24,35,114
76.223.99.0/24,35,114
13.248.225.0/24,35,114
13.248.229.0/24,35,114
76.223.97.0/24,35,114
13.248.228.0/24,35,114
13.248.224.0/24,35,114
76.223.95.0/24,35,114
13.248.227.0/24,35,114
76.223.101.0/24,35,114
76.223.100.0/24,35,114
76.223.103.0/24,35,114
76.223.98.0/24,35,114
13.248.232.0/24,35,114
13.248.226.0/24,35,114
13.248.233.0/24,35,114
3.218.180.0/22,39,-77
99.77.55.3/32,42,-1
99.77.55.24/32,42,-1
70.232.86.125/32,-38,145
99.77.55.26/32,42,-1
99.78.238.255/32,-6,107
99.77.55.254/32,42,-1
99.78.238.253/32,-6,107
99.77.55.25/32,42,-1
99.78.238.251/32,-6,107
99.77.55.14/32,42,-1
99.77.55.0/32,42,-1
99.77.55.2/32,42,-1
99.77.55.253/32,42,-1
99.77.55.1/32,42,-1
70.232.86.126/32,-38,145
70.232.86.124/32,-38,145
99.77.55.15/32,42,-1
99.77.55.12/32,42,-1
99.77.55.27/32,42,-1
99.77.55.255/32,42,-1
99.77.55.13/32,42,-1
15.193.0.0/19,35,114
64.252.64.0/18,35,114
99.77.128.0/18,35,114
130.176.88.0/21,35,114
54.239.134.0/23,35,114
52.82.134.0/23,35,114
130.176.86.0/23,35,114
130.176.140.0/22,35,114
130.176.0.0/18,35,114
54.239.204.0/22,35,114
130.176.160.0/19,35,114
130.176.136.0/23,35,114
54.239.170.0/23,35,114
52.46.0.0/22,35,114
130.176.96.0/19,35,114
54.182.184.0/22,35,114
204.246.166.0/24,35,114
130.176.64.0/21,35,114
54.182.172.0/22,35,114
205.251.218.0/24,35,114
52.46.4.0/23,35,114
130.176.144.0/20,35,114
54.182.176.0/21,35,114
130.176.78.0/23,35,114
54.182.248.0/22,35,114
54.182.154.0/23,35,114
54.182.144.0/21,35,114
54.182.224.0/21,35,114
130.176.128.0/21,35,114
52.46.32.0/19,35,114
52.82.128.0/23,35,114
54.182.156.0/22,35,114
54.182.160.0/21,35,114
54.182.240.0/21,35,114
130.176.76.0/24,35,114
52.46.16.0/20,35,114
54.239.208.0/21,35,114
54.182.188.0/23,35,114
130.176.80.0/22,35,114
54.182.128.0/20,35,114
130.176.72.0/22,35,114
18.252.126.0/25,40,-83
18.252.145.156/30,40,-83
18.252.145.160/29,40,-83
18.252.145.168/29,40,-83
18.252.145.192/28,40,-83
18.252.145.208/28,40,-83
18.252.165.0/26,40,-83
18.252.4.0/30,40,-83
18.252.4.16/29,40,-83
18.252.56.0/23,40,-83
18.252.58.0/23,40,-83
18.253.186.0/24,40,-83
15.200.141.0/25,46,-120
15.200.150.0/23,46,-120
15.200.176.128/28,46,-120
15.200.176.192/26,46,-120
15.200.28.240/28,46,-120
15.200.28.80/30,46,-120
15.200.28.88/29,46,-120
15.205.82.0/23,46,-120
15.205.84.0/23,46,-120
160.1.128.0/24,46,-120
3.32.190.0/25,46,-120
3.32.190.244/30,46,-120
3.32.190.248/29,46,-120
52.61.193.0/24,46,-120
52.61.40.104/29,46,-120
13.244.121.0/26,-34,18
13.244.121.196/30,-34,18
13.244.122.0/24,-34,18
13.244.132.0/23,-34,18
13.244.165.192/26,-34,18
13.244.176.128/26,-34,18
13.244.176.64/26,-34,18
13.244.202.40/29,-34,18
13.244.244.192/27,-34,18
13.244.244.224/27,-34,18
13.244.33.0/26,-34,18
13.244.33.128/26,-34,18
13.244.33.64/26,-34,18
13.244.35.128/26,-34,18
13.244.35.192/26,-34,18
13.245.1.32/27,-34,18
13.245.112.0/24,-34,18
13.245.113.0/24,-34,18
13.245.114.0/24,-34,18
13.245.127.232/30,-34,18
13.245.155.128/27,-34,18
13.245.155.224/27,-34,18
13.245.166.128/30,-34,18
13.245.166.132/30,-34,18
13.245.166.176/29,-34,18
13.245.241.64/26,-34,18
13.245.93.140/30,-34,18
13.245.93.160/29,-34,18
13.245.93.176/28,-34,18
13.245.93.192/28,-34,18
13.246.70.0/23,-34,18
16.162.162.96/29,35,114
16.162.52.0/24,35,114
16.163.196.0/22,35,114
16.163.206.0/23,35,114
16.163.63.64/26,35,114
18.162.127.0/27,35,114
18.162.127.32/27,35,114
18.162.127.64/27,35,114
18.162.189.0/24,35,114
18.162.221.128/27,35,114
18.162.221.160/27,35,114
18.162.221.192/27,35,114
18.163.139.32/27,35,114
18.163.201.0/26,35,114
18.163.201.96/27,35,114
18.163.204.0/23,35,114
18.163.66.0/23,35,114
18.163.68.0/26,35,114
18.166.20.128/26,35,114
18.166.20.192/26,35,114
18.166.20.64/26,35,114
18.166.237.128/27,35,114
18.166.237.64/27,35,114
18.166.237.96/27,35,114
18.167.111.0/24,35,114
18.167.112.0/24,35,114
18.167.113.0/24,35,114
18.167.88.112/28,35,114
18.167.88.72/29,35,114
18.167.88.80/30,35,114
18.167.88.96/28,35,114
13.112.191.184/29,36,140
13.113.196.64/26,36,140
13.113.203.0/24,36,140
13.230.21.128/26,36,140
13.230.21.224/28,36,140
13.230.21.240/28,36,140
13.231.6.104/29,36,140
13.231.6.112/28,36,140
13.231.6.192/28,36,140
13.231.6.208/29,36,140
13.231.6.64/29,36,140
13.231.6.72/29,36,140
13.231.6.80/29,36,140
13.231.6.88/29,36,140
18.176.203.120/30,36,140
18.177.156.192/26,36,140
18.179.48.128/27,36,140
18.179.48.96/27,36,140
18.180.178.0/24,36,140
18.180.180.0/23,36,140
18.180.88.0/23,36,140
18.181.204.128/26,36,140
18.181.204.192/26,36,140
18.181.242.0/23,36,140
18.182.96.64/26,36,140
18.183.37.0/26,36,140
3.112.162.0/23,36,140
3.112.23.0/29,36,140
3.112.64.0/23,36,140
3.112.85.96/27,36,140
3.112.96.0/26,36,140
3.112.96.128/27,36,140
3.112.96.160/27,36,140
3.112.96.64/26,36,140
3.113.218.0/26,36,140
3.113.218.112/28,36,140
3.113.218.128/27,36,140
3.113.218.68/30,36,140
3.113.218.72/30,36,140
3.113.218.76/30,36,140
35.72.164.212/30,36,140
35.72.164.232/29,36,140
35.72.164.240/28,36,140
35.72.255.0/24,36,140
35.72.36.140/31,36,140
35.72.36.142/31,36,140
35.72.36.144/30,36,140
35.72.36.148/30,36,140
35.72.36.192/27,36,140
35.72.36.224/27,36,140
35.72.37.0/25,36,140
35.72.37.128/25,36,140
35.73.115.0/28,36,140
35.73.115.128/25,36,140
35.73.4.0/24,36,140
35.74.77.240/30,36,140
35.75.130.0/24,36,140
35.75.131.0/26,36,140
35.75.131.80/29,36,140
35.76.252.0/23,36,140
35.77.0.128/26,36,140
35.77.112.0/22,36,140
35.77.124.0/23,36,140
52.199.127.192/26,36,140
54.248.220.0/26,36,140
54.250.251.0/24,36,140
54.250.253.192/26,36,140
13.124.145.104/29,37,127
13.124.145.112/29,37,127
13.124.145.120/29,37,127
13.124.145.16/29,37,127
13.124.145.24/29,37,127
13.124.145.64/29,37,127
13.124.145.72/29,37,127
13.124.145.80/29,37,127
13.124.145.88/29,37,127
13.124.145.96/29,37,127
13.124.199.0/24,37,127
13.124.247.0/24,37,127
13.209.1.0/29,37,127
13.209.1.56/29,37,127
13.209.1.8/29,37,127
13.209.1.96/27,37,127
13.209.71.128/27,37,127
13.209.71.224/27,37,127
15.164.156.0/23,37,127
15.164.243.0/28,37,127
15.164.243.192/27,37,127
15.164.243.224/27,37,127
15.164.243.32/27,37,127
15.165.193.64/26,37,127
15.165.224.0/23,37,127
3.34.101.192/26,37,127
3.34.228.0/26,37,127
3.34.228.64/26,37,127
3.34.37.0/24,37,127
3.34.38.0/23,37,127
3.34.89.192/30,37,127
3.34.89.196/30,37,127
3.34.89.64/26,37,127
3.35.130.128/25,37,127
3.36.167.128/25,37,127
3.36.167.28/30,37,127
3.36.167.48/29,37,127
3.36.167.64/28,37,127
3.36.167.80/28,37,127
3.36.190.0/23,37,127
3.36.192.0/23,37,127
3.36.194.0/23,37,127
3.36.202.0/25,37,127
3.36.245.204/30,37,127
3.36.245.232/30,37,127
3.36.3.160/28,37,127
3.36.3.192/27,37,127
3.36.3.224/27,37,127
3.36.3.96/27,37,127
3.38.131.192/26,37,127
3.38.229.0/25,37,127
3.38.248.0/23,37,127
3.38.90.8/29,37,127
3.39.113.0/24,37,127
3.39.114.0/23,37,127
3.39.116.0/26,37,127
3.39.82.128/25,37,127
52.78.247.128/26,37,127
54.180.184.0/23,37,127
13.208.131.0/29,35,136
13.208.131.128/27,35,136
13.208.131.16/29,35,136
13.208.131.160/27,35,136
13.208.131.192/27,35,136
13.208.131.224/30,35,136
13.208.131.228/30,35,136
13.208.131.232/30,35,136
13.208.131.24/29,35,136
13.208.131.32/29,35,136
13.208.131.40/29,35,136
13.208.131.8/29,35,136
13.208.170.0/23,35,136
13.208.177.224/27,35,136
13.208.180.0/24,35,136
13.208.194.0/23,35,136
13.208.217.64/27,35,136
13.208.217.96/27,35,136
13.208.227.0/25,35,136
13.208.227.128/25,35,136
13.208.228.0/25,35,136
13.208.228.128/29,35,136
13.208.228.136/30,35,136
13.208.33.16/29,35,136
13.208.33.24/29,35,136
13.208.33.8/29,35,136
15.152.10.0/24,35,136
15.152.174.0/23,35,136
15.152.176.0/22,35,136
15.152.24.0/27,35,136
15.152.24.128/29,35,136
15.152.24.192/26,35,136
15.152.24.32/27,35,136
15.152.24.64/26,35,136
15.152.8.192/26,35,136
13.126.23.136/29,19,73
13.126.23.144/29,19,73
13.126.23.152/29,19,73
13.126.23.160/27,19,73
13.126.23.192/27,19,73
13.126.243.0/24,19,73
13.127.70.128/29,19,73
13.127.70.136/29,19,73
13.127.70.144/29,19,73
13.127.70.152/29,19,73
13.127.70.160/29,19,73
13.232.67.128/27,19,73
13.232.67.160/27,19,73
13.233.177.0/29,19,73
13.233.177.192/26,19,73
13.233.177.32/27,19,73
13.234.221.136/29,19,73
13.234.221.192/26,19,73
13.234.8.0/23,19,73
13.235.197.96/27,19,73
13.235.228.0/24,19,73
13.235.6.0/23,19,73
15.206.137.128/26,19,73
15.206.137.192/26,19,73
15.207.13.0/26,19,73
15.207.13.128/25,19,73
15.207.213.128/25,19,73
3.108.13.124/30,19,73
3.109.72.0/25,19,73
3.109.72.152/29,19,73
3.110.57.0/24,19,73
3.110.71.0/26,19,73
3.111.110.0/23,19,73
3.111.251.0/24,19,73
3.111.90.0/23,19,73
3.6.70.128/26,19,73
3.6.70.76/30,19,73
3.7.10.0/23,19,73
3.7.25.48/30,19,73
52.66.194.128/26,19,73
65.0.192.176/28,19,73
65.0.192.224/27,19,73
65.0.234.0/26,19,73
65.1.103.192/29,19,73
65.1.103.200/30,19,73
65.1.103.208/28,19,73
65.1.103.224/28,19,73
65.1.170.0/23,19,73
65.1.172.0/23,19,73
65.1.174.0/23,19,73
65.2.14.0/23,19,73
65.2.16.0/23,19,73
13.212.209.128/26,1,104
13.212.209.94/31,1,104
13.212.209.96/27,1,104
13.212.3.128/26,1,104
13.212.3.64/26,1,104
13.213.20.132/30,1,104
13.213.20.136/29,1,104
13.213.20.144/28,1,104
13.213.20.160/28,1,104
13.213.21.0/24,1,104
13.213.22.0/23,1,104
13.213.24.0/23,1,104
13.213.75.224/29,1,104
13.214.118.0/23,1,104
13.214.124.128/26,1,104
13.214.224.0/23,1,104
13.214.228.0/22,1,104
13.215.92.0/24,1,104
13.215.93.0/25,1,104
13.215.93.128/26,1,104
13.228.69.0/24,1,104
13.229.187.192/27,1,104
13.229.187.232/29,1,104
13.250.186.0/29,1,104
13.250.186.128/27,1,104
13.250.186.16/29,1,104
13.250.186.160/27,1,104
13.250.186.192/29,1,104
13.250.186.200/29,1,104
13.250.186.208/29,1,104
13.250.186.8/29,1,104
13.251.113.64/26,1,104
13.251.116.0/23,1,104
18.136.1.192/27,1,104
18.136.1.224/27,1,104
18.138.134.128/25,1,104
18.138.244.0/23,1,104
18.139.204.176/28,1,104
18.139.204.192/27,1,104
18.140.177.0/26,1,104
18.140.177.64/26,1,104
18.141.148.0/26,1,104
18.141.148.128/25,1,104
18.141.150.0/23,1,104
18.141.152.0/24,1,104
18.141.154.0/23,1,104
18.141.226.0/23,1,104
18.141.238.0/26,1,104
18.141.238.68/30,1,104
18.141.66.248/30,1,104
18.141.66.252/30,1,104
3.0.5.224/27,1,104
3.0.5.32/29,1,104
52.220.191.0/26,1,104
52.221.221.128/29,1,104
52.76.127.0/24,1,104
54.251.31.128/26,1,104
54.255.254.192/26,1,104
13.210.2.192/26,-34,151
13.210.67.128/26,-34,151
13.211.12.160/27,-34,151
13.211.12.192/29,-34,151
13.211.12.200/29,-34,151
13.211.12.208/29,-34,151
13.211.12.216/29,-34,151
13.211.12.248/29,-34,151
13.211.166.192/29,-34,151
13.211.166.200/29,-34,151
13.236.8.0/25,-34,151
13.236.82.128/27,-34,151
13.236.82.96/27,-34,151
13.239.158.0/29,-34,151
13.54.63.128/26,-34,151
13.55.255.216/29,-34,151
3.104.82.0/23,-34,151
3.105.172.0/22,-34,151
3.105.5.0/27,-34,151
3.105.5.32/27,-34,151
3.24.1.208/28,-34,151
3.24.227.192/26,-34,151
3.25.138.0/26,-34,151
3.25.138.64/26,-34,151
3.25.178.128/26,-34,151
3.25.37.128/25,-34,151
3.25.37.64/26,-34,151
3.25.38.0/23,-34,151
3.25.40.0/24,-34,151
3.25.43.0/24,-34,151
3.25.44.0/23,-34,151
3.25.47.28/30,-34,151
3.25.47.32/30,-34,151
3.26.109.216/30,-34,151
3.26.127.24/29,-34,151
3.26.137.0/24,-34,151
3.26.138.0/23,-34,151
3.26.140.64/26,-34,151
3.26.246.0/23,-34,151
3.26.248.0/22,-34,151
3.26.58.224/27,-34,151
3.26.81.0/27,-34,151
3.26.81.32/27,-34,151
3.26.82.236/30,-34,151
3.26.82.240/29,-34,151
3.26.83.0/24,-34,151
3.26.84.0/23,-34,151
3.26.86.0/23,-34,151
3.26.88.0/28,-34,151
3.26.88.16/28,-34,151
54.153.254.0/24,-34,151
54.252.254.192/26,-34,151
54.252.79.128/26,-34,151
108.136.151.0/24,-6,107
108.136.154.16/28,-6,107
108.136.154.32/28,-6,107
108.136.154.48/28,-6,107
108.136.221.0/26,-6,107
15.222.16.32/27,45,-74
15.222.16.8/29,45,-74
15.222.16.96/27,45,-74
15.222.43.0/27,45,-74
15.222.43.128/26,45,-74
15.222.43.32/27,45,-74
15.222.43.64/26,45,-74
15.223.100.0/24,45,-74
15.223.102.0/23,45,-74
15.223.52.0/23,45,-74
3.96.143.128/26,45,-74
3.96.143.192/26,45,-74
3.96.2.68/30,45,-74
3.96.2.72/30,45,-74
3.96.84.0/26,45,-74
3.97.192.112/29,45,-74
3.97.192.128/25,45,-74
3.97.217.0/24,45,-74
3.97.218.0/24,45,-74
3.97.219.0/24,45,-74
3.97.230.0/25,45,-74
3.97.49.128/25,45,-74
3.97.99.128/27,45,-74
3.97.99.160/27,45,-74
3.97.99.64/28,45,-74
3.97.99.96/27,45,-74
3.98.171.196/30,45,-74
3.98.171.224/29,45,-74
3.98.171.92/30,45,-74
3.98.24.0/28,45,-74
3.98.24.16/28,45,-74
3.98.86.0/23,45,-74
3.99.124.0/26,45,-74
3.99.194.0/23,45,-74
3.99.196.0/22,45,-74
35.182.14.208/29,45,-74
35.182.14.216/29,45,-74
35.182.14.48/29,45,-74
35.183.255.0/24,45,-74
35.183.38.0/27,45,-74
35.183.38.32/29,45,-74
35.183.38.40/29,45,-74
35.183.38.48/29,45,-74
35.183.38.56/29,45,-74
35.183.38.64/29,45,-74
35.183.92.176/29,45,-74
99.79.126.0/24,45,-74
99.79.169.0/24,45,-74
99.79.20.192/27,45,-74
99.79.20.224/27,45,-74
99.79.34.0/23,45,-74
18.156.52.0/24,50,9
18.156.54.0/23,50,9
18.157.237.128/26,50,9
18.157.237.192/26,50,9
18.157.71.192/26,50,9
18.184.138.224/27,50,9
18.184.2.128/25,50,9
18.184.203.128/27,50,9
18.192.142.0/23,50,9
18.196.161.0/27,50,9
18.196.161.184/29,50,9
18.196.161.192/29,50,9
18.196.161.200/29,50,9
18.196.161.32/27,50,9
18.196.161.80/29,50,9
18.196.161.88/29,50,9
3.120.181.224/27,50,9
3.120.181.40/29,50,9
3.122.128.0/23,50,9
3.123.12.192/26,50,9
3.123.14.0/24,50,9
3.123.15.0/25,50,9
3.123.44.0/27,50,9
3.123.44.128/27,50,9
3.123.44.160/27,50,9
3.123.44.80/28,50,9
3.123.44.96/27,50,9
3.127.48.128/26,50,9
3.127.48.244/30,50,9
3.127.48.248/30,50,9
3.127.74.0/23,50,9
3.64.1.0/26,50,9
3.64.1.128/26,50,9
3.64.1.192/29,50,9
3.64.1.200/29,50,9
3.64.1.64/26,50,9
3.64.226.232/29,50,9
3.64.226.240/30,50,9
3.65.246.0/28,50,9
3.65.246.16/28,50,9
3.66.172.0/24,50,9
3.68.251.176/30,50,9
3.68.251.232/29,50,9
3.70.195.128/25,50,9
3.70.195.64/26,50,9
3.70.211.0/25,50,9
3.70.212.128/26,50,9
3.71.104.0/24,50,9
3.71.120.0/22,50,9
3.72.168.0/24,50,9
3.72.33.128/25,50,9
35.157.127.248/29,50,9
35.158.127.64/26,50,9
35.158.136.0/24,50,9
52.57.254.0/24,50,9
52.59.127.0/24,50,9
13.48.186.128/27,59,18
13.48.186.160/27,59,18
13.48.186.192/27,59,18
13.48.32.0/24,59,18
13.48.4.128/28,59,18
13.48.4.144/28,59,18
13.48.4.160/28,59,18
13.48.4.192/29,59,18
13.48.4.200/30,59,18
13.48.4.208/29,59,18
13.48.4.216/29,59,18
13.48.4.224/29,59,18
13.48.74.0/24,59,18
13.49.126.128/26,59,18
13.49.143.0/26,59,18
13.49.143.64/26,59,18
13.49.253.224/27,59,18
13.49.40.64/26,59,18
13.49.42.0/23,59,18
13.51.120.0/24,59,18
13.51.253.80/29,59,18
13.51.29.0/27,59,18
13.51.29.32/27,59,18
13.51.71.152/29,59,18
13.51.71.160/30,59,18
13.51.71.176/28,59,18
13.51.71.192/28,59,18
13.51.95.0/24,59,18
13.51.96.0/24,59,18
13.51.97.0/24,59,18
13.53.180.0/23,59,18
13.53.63.128/27,59,18
13.53.63.160/27,59,18
13.53.63.192/27,59,18
16.16.2.0/23,59,18
16.170.199.0/26,59,18
16.171.48.0/22,59,18
15.160.55.112/29,45,9
15.160.90.64/26,45,9
15.161.135.0/26,45,9
15.161.135.164/30,45,9
15.161.135.64/27,45,9
15.161.135.96/27,45,9
15.161.136.0/24,45,9
15.161.140.0/23,45,9
15.161.164.128/26,45,9
15.161.192.0/26,45,9
15.161.192.240/28,45,9
15.161.192.64/26,45,9
15.161.247.128/27,45,9
15.161.247.64/27,45,9
15.161.247.96/27,45,9
15.161.66.0/26,45,9
15.161.66.128/26,45,9
15.161.66.64/26,45,9
15.161.68.128/26,45,9
15.161.68.192/26,45,9
18.102.2.0/23,45,9
35.152.74.128/29,45,9
35.152.74.136/30,45,9
35.152.74.144/28,45,9
35.152.74.160/28,45,9
35.152.86.0/24,45,9
35.152.87.0/24,45,9
35.152.88.0/24,45,9
108.128.160.0/23,53,-6
108.128.162.0/24,53,-6
176.34.159.192/26,53,-6
18.200.212.0/23,53,-6
18.202.216.48/29,53,-6
3.248.180.128/25,53,-6
3.248.180.40/29,53,-6
3.248.180.64/26,53,-6
3.248.186.0/27,53,-6
3.248.186.128/25,53,-6
3.248.186.32/27,53,-6
3.248.186.64/29,53,-6
3.248.186.92/30,53,-6
3.248.216.32/27,53,-6
3.248.244.0/26,53,-6
3.248.244.240/30,53,-6
3.248.245.0/24,53,-6
3.248.246.0/23,53,-6
3.249.28.0/23,53,-6
3.250.209.192/26,53,-6
3.250.210.0/23,53,-6
3.250.243.64/26,53,-6
3.250.244.0/26,53,-6
3.251.104.0/26,53,-6
3.251.104.128/25,53,-6
3.251.105.0/25,53,-6
3.251.105.128/25,53,-6
3.251.106.128/25,53,-6
3.251.109.92/30,53,-6
3.251.110.208/28,53,-6
3.251.110.224/28,53,-6
3.251.144.0/29,53,-6
3.251.148.120/29,53,-6
3.251.152.44/30,53,-6
3.251.215.192/26,53,-6
3.251.216.0/23,53,-6
3.251.56.0/24,53,-6
3.251.62.128/25,53,-6
3.251.94.0/24,53,-6
3.251.95.128/27,53,-6
3.251.95.96/27,53,-6
34.242.153.128/26,53,-6
34.242.153.224/28,53,-6
34.242.153.240/28,53,-6
34.245.205.0/27,53,-6
34.245.205.128/28,53,-6
34.245.205.160/27,53,-6
34.245.205.64/27,53,-6
34.245.205.96/27,53,-6
34.245.82.0/28,53,-6
34.245.82.16/28,53,-6
34.245.82.32/28,53,-6
34.245.82.48/28,53,-6
34.250.63.248/29,53,-6
52.19.124.0/23,53,-6
52.212.248.0/26,53,-6
52.215.218.112/28,53,-6
52.215.218.64/28,53,-6
54.228.16.0/26,53,-6
63.34.60.0/22,53,-6
99.80.34.128/25,53,-6
99.80.34.48/28,53,-6
99.80.34.64/26,53,-6
99.80.88.0/26,53,-6
99.80.88.64/26,53,-6
13.40.1.192/26,52,0
13.40.202.0/23,52,0
13.40.204.0/22,52,0
18.130.91.144/30,52,0
18.130.91.148/30,52,0
18.132.146.192/26,52,0
18.132.21.0/24,52,0
18.132.22.0/23,52,0
18.133.45.0/26,52,0
18.133.45.64/26,52,0
18.134.255.160/27,52,0
18.134.255.192/27,52,0
18.134.255.224/27,52,0
18.135.226.192/26,52,0
18.168.133.0/24,52,0
18.168.33.0/24,52,0
18.168.34.0/23,52,0
18.168.36.0/24,52,0
18.168.37.0/27,52,0
18.168.37.136/29,52,0
18.168.37.144/30,52,0
18.168.37.160/28,52,0
18.168.37.176/28,52,0
18.168.37.32/28,52,0
18.168.37.48/30,52,0
18.168.37.64/26,52,0
18.169.230.136/30,52,0
18.169.230.200/29,52,0
3.10.127.32/27,52,0
3.10.17.0/25,52,0
3.10.17.128/25,52,0
3.10.201.128/27,52,0
3.10.201.192/26,52,0
3.10.201.64/27,52,0
3.11.53.0/24,52,0
3.8.168.0/23,52,0
3.8.37.24/29,52,0
3.8.37.96/27,52,0
3.9.159.64/30,52,0
3.9.159.68/30,52,0
3.9.159.72/30,52,0
3.9.41.0/27,52,0
3.9.41.32/27,52,0
3.9.41.64/27,52,0
3.9.94.0/24,52,0
35.176.32.0/24,52,0
35.176.92.32/29,52,0
35.177.154.128/28,52,0
35.177.154.144/28,52,0
35.177.154.160/28,52,0
35.177.154.176/29,52,0
35.177.154.184/29,52,0
35.177.154.192/29,52,0
35.179.42.0/23,52,0
52.56.127.0/25,52,0
13.36.155.0/24,49,2
13.36.18.0/28,49,2
13.36.18.32/27,49,2
13.36.18.64/27,49,2
13.36.76.0/24,49,2
13.36.77.0/24,49,2
13.36.78.0/24,49,2
13.36.84.112/29,49,2
13.36.84.24/29,49,2
13.36.84.32/30,49,2
13.36.84.44/30,49,2
13.36.84.48/28,49,2
13.36.84.64/28,49,2
13.37.1.64/26,49,2
13.38.132.0/22,49,2
13.38.140.0/23,49,2
15.188.102.0/27,49,2
15.188.184.0/24,49,2
15.188.210.0/27,49,2
15.188.210.128/26,49,2
15.188.210.196/30,49,2
15.188.210.200/30,49,2
15.188.210.32/27,49,2
15.188.210.64/27,49,2
15.236.155.192/26,49,2
15.236.231.0/26,49,2
15.236.231.64/26,49,2
15.236.80.0/23,49,2
35.180.1.16/29,49,2
35.180.1.24/29,49,2
35.180.1.32/29,49,2
35.180.1.40/29,49,2
35.180.1.48/29,49,2
35.180.1.56/29,49,2
35.180.1.8/29,49,2
35.180.112.128/27,49,2
35.180.112.160/27,49,2
35.180.112.80/29,49,2
35.180.244.0/23,49,2
35.181.128.0/24,49,2
52.47.139.0/24,49,2
52.47.73.160/27,49,2
52.47.73.72/29,49,2
15.184.1.128/26,26,51
15.184.1.64/26,26,51
15.184.125.0/26,26,51
15.184.125.128/26,26,51
15.184.125.224/29,26,51
15.184.125.232/30,26,51
15.184.125.240/28,26,51
15.184.125.64/26,26,51
15.184.153.0/28,26,51
15.184.184.96/29,26,51
15.184.70.200/29,26,51
15.184.70.224/29,26,51
15.185.141.160/27,26,51
15.185.141.192/26,26,51
15.185.144.0/23,26,51
15.185.245.0/26,26,51
15.185.251.0/26,26,51
15.185.33.192/26,26,51
15.185.33.32/27,26,51
15.185.33.64/27,26,51
15.185.33.96/27,26,51
15.185.86.0/23,26,51
15.185.91.32/27,26,51
157.175.102.128/27,26,51
157.175.102.160/27,26,51
157.175.102.96/27,26,51
157.175.140.0/23,26,51
157.175.255.0/24,26,51
157.241.2.0/23,26,51
157.241.25.0/24,26,51
15.228.1.128/26,-24,-47
15.228.1.192/26,-24,-47
15.228.1.64/26,-24,-47
15.228.103.240/29,-24,-47
15.228.104.0/24,-24,-47
15.228.105.0/24,-24,-47
15.228.106.0/24,-24,-47
15.228.107.0/28,-24,-47
15.228.107.16/28,-24,-47
